date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:42:28	2092/2092	---M--	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:27%20GMT	https://karciz.dexignzone.com/laravel/demo/page-error-400	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/page-error-400.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:28	2117/2117	---M--	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:28%20GMT	https://karciz.dexignzone.com/laravel/demo/page-error-403	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/page-error-403.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:29	2164/2164	---M--	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:29%20GMT	https://karciz.dexignzone.com/laravel/demo/page-error-404	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/page-error-404.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:30	2103/2103	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:30%20GMT	https://karciz.dexignzone.com/laravel/demo/page-error-500	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/page-error-500.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:31	2102/2102	---M--	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:31%20GMT	https://karciz.dexignzone.com/laravel/demo/page-error-503	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/page-error-503.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:32	2667/2667	---M--	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:42:32%20GMT	https://karciz.dexignzone.com/laravel/demo/page-lock-screen	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/page-lock-screen.html	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:32	275/275	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Sep%202022%2010:42:32%20GMT	https://karciz.dexignzone.com/laravel/demo/images/card/1.jpg	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/images/card/1.jpg	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:33	8680/8680	---M--	200	added ('OK')	image/jpeg	etag:%2221e8-5b3fe0070a280%22	https://karciz.dexignzone.com/laravel/demo/public/images/card/1.jpg	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/images/card/1.jpg	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:33	1745/1745	---M--	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Sep%202022%2010:42:33%20GMT	https://karciz.dexignzone.com/laravel/demo/javascript	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/javascript	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:34	275/275	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Sep%202022%2010:42:34%20GMT	https://karciz.dexignzone.com/laravel/demo/images/card/2.jpg	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/images/card/2.jpg	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:34	9381/9381	---M--	200	added ('OK')	image/jpeg	etag:%2224a5-5b3fe008f2700%22	https://karciz.dexignzone.com/laravel/demo/public/images/card/2.jpg	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/images/card/2.jpg	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:35	275/275	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Sep%202022%2010:42:35%20GMT	https://karciz.dexignzone.com/laravel/demo/images/card/3.jpg	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/images/card/3.jpg	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:35	4615/4615	---M--	200	added ('OK')	image/jpeg	etag:%221207-5b3fe00adab80%22	https://karciz.dexignzone.com/laravel/demo/public/images/card/3.jpg	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/images/card/3.jpg	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:36	285/285	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Sep%202022%2010:42:36%20GMT	https://karciz.dexignzone.com/laravel/demo/vendor/global/global.min.js	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/vendor/global/global.min.js	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:37	313/313	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Sep%202022%2010:42:37%20GMT	https://karciz.dexignzone.com/laravel/demo/vendor/bootstrap-select/dist/js/bootstrap-select.min.js	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/vendor/bootstrap-select/dist/js/bootstrap-select.min.js	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:38	224004/224004	---M--	200	added ('OK')	application/x-javascript	etag:%2236b04-5b3fe0c1f5b80%22	https://karciz.dexignzone.com/laravel/demo/public/vendor/global/global.min.js	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/vendor/global/global.min.js	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:38	50638/50638	---M--	200	added ('OK')	application/x-javascript	etag:%22c5ce-5b3fe5b470780%22	https://karciz.dexignzone.com/laravel/demo/public/vendor/bootstrap-select/dist/js/bootstrap-select.min.js	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/vendor/bootstrap-select/dist/js/bootstrap-select.min.js	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:39	293/293	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Sep%202022%2010:42:39%20GMT	https://karciz.dexignzone.com/laravel/demo/vendor/chart.js/Chart.bundle.min.js	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/vendor/chart.js/Chart.bundle.min.64.delayed	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:40	293/293	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Sep%202022%2010:42:41%20GMT	https://karciz.dexignzone.com/laravel/demo/vendor/owl-carousel/owl.carousel.js	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/vendor/owl-carousel/owl.carousel.js	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:41	210024/210024	---M--	200	added ('OK')	application/x-javascript	etag:%2233468-5b3fe09cc43c0%22	https://karciz.dexignzone.com/laravel/demo/public/vendor/chart.js/Chart.bundle.min.js	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/vendor/chart.js/Chart.bundle.min.js	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:42	42760/42760	---M--	200	added ('OK')	application/x-javascript	etag:%22a708-5b3fe0e07a380%22	https://karciz.dexignzone.com/laravel/demo/public/vendor/owl-carousel/owl.carousel.js	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/vendor/owl-carousel/owl.carousel.js	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:42	287/287	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Sep%202022%2010:42:43%20GMT	https://karciz.dexignzone.com/laravel/demo/vendor/apexchart/apexchart.js	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/vendor/apexchart/apexchart.68.delayed	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:44	285/285	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Sep%202022%2010:42:44%20GMT	https://karciz.dexignzone.com/laravel/demo/js/dashboard/dashboard-1.js	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/js/dashboard/dashboard-1.js	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:44	12632/12632	---M--	200	added ('OK')	application/x-javascript	etag:%223158-5b3fe06b2cec0%22	https://karciz.dexignzone.com/laravel/demo/public/js/dashboard/dashboard-1.js	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/js/dashboard/dashboard-1.js	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:46	274/274	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Sep%202022%2010:42:46%20GMT	https://karciz.dexignzone.com/laravel/demo/js/custom.min.js	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/js/custom.min.6c.delayed	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:46	458997/458997	---M--	200	added ('OK')	application/x-javascript	etag:%22700f5-5b3fe0942ef80%22	https://karciz.dexignzone.com/laravel/demo/public/vendor/apexchart/apexchart.js	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/vendor/apexchart/apexchart.js	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:47	9159/9159	---M--	200	added ('OK')	application/x-javascript	etag:%2223c7-5b3fdd7130900%22	https://karciz.dexignzone.com/laravel/demo/public/js/custom.min.js	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/js/custom.min.js	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:47	275/275	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Sep%202022%2010:42:47%20GMT	https://karciz.dexignzone.com/laravel/demo/js/deznav-init.js	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/js/deznav-init.js	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:48	544/544	---M--	200	added ('OK')	application/x-javascript	etag:%22220-5b3fdd703c6c0%22	https://karciz.dexignzone.com/laravel/demo/public/js/deznav-init.js	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/js/deznav-init.js	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:50	1787/1787	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Sep%202022%2010:42:50%20GMT	https://karciz.dexignzone.com/laravel/demo/public/vendor/owl-carousel/owl.video.play.png	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/vendor/owl-carousel/owl.video.play.png	(from https://karciz.dexignzone.com/laravel/demo/public/vendor/owl-carousel/owl.carousel.css)
13:42:51	88362/88362	---M--	200	added ('OK')	application/javascript	etag:%225fd849b798210dd9700ac125853b51e5%22	https://dzassets.s3.amazonaws.com/w3-global.js?btn_dir=right	C:/Mes%20Sites%20Web/Karciz/dzassets.s3.amazonaws.com/w3-global8bb6.js	(from https://karciz.dexignzone.com/laravel/demo/index)
13:42:52	124704/124704	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%225f0d529b-1e720%22	https://cdn.lineicons.com/2.0/fonts/LineIcons.eot	C:/Mes%20Sites%20Web/Karciz/cdn.lineicons.com/2.0/fonts/LineIcons.eot	(from https://cdn.lineicons.com/2.0/LineIcons.css)
13:42:53	64732/64732	---M--	200	added ('OK')	font/woff	etag:%225f0d529d-fcdc%22	https://cdn.lineicons.com/2.0/fonts/LineIcons.woff	C:/Mes%20Sites%20Web/Karciz/cdn.lineicons.com/2.0/fonts/LineIcons.woff	(from https://cdn.lineicons.com/2.0/LineIcons.css)
13:42:53	51676/51676	---M--	200	added ('OK')	font/woff2	etag:%225f0d529d-c9dc%22	https://cdn.lineicons.com/2.0/fonts/LineIcons.woff2	C:/Mes%20Sites%20Web/Karciz/cdn.lineicons.com/2.0/fonts/LineIcons.woff2	(from https://cdn.lineicons.com/2.0/LineIcons.css)
13:42:55	610039/610039	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%225f0d529c-94ef7%22	https://cdn.lineicons.com/2.0/fonts/LineIcons.svg	C:/Mes%20Sites%20Web/Karciz/cdn.lineicons.com/2.0/fonts/LineIcons.svg	(from https://cdn.lineicons.com/2.0/LineIcons.css)
13:42:56	124532/124532	---M--	200	added ('OK')	application/octet-stream	etag:%225f0d529d-1e674%22	https://cdn.lineicons.com/2.0/fonts/LineIcons.ttf	C:/Mes%20Sites%20Web/Karciz/cdn.lineicons.com/2.0/fonts/LineIcons.ttf	(from https://cdn.lineicons.com/2.0/LineIcons.css)
13:42:57	10621/10621	---M--	200	added ('OK')	text/css	etag:%22297d-5b3fe45488940%22	https://karciz.dexignzone.com/laravel/demo/public/icons/simple-line-icons/css/simple-line-icons.css	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/icons/simple-line-icons/css/simple-line-icons.css	(from https://karciz.dexignzone.com/laravel/demo/public/css/style.css)
13:42:59	31024/31024	---M--	200	added ('OK')	text/css	etag:%227930-5b3fe0fb2e280%22	https://karciz.dexignzone.com/laravel/demo/public/icons/font-awesome-old/css/font-awesome.min.css	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/icons/font-awesome-old/css/font-awesome.min.css	(from https://karciz.dexignzone.com/laravel/demo/public/css/style.css)
13:43:00	105572/105572	---M--	200	added ('OK')	text/css	etag:%2219c64-5b3fe450b8040%22	https://karciz.dexignzone.com/laravel/demo/public/icons/material-design-iconic-font/css/materialdesignicons.min.css	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/icons/material-design-iconic-font/css/materialdesignicons.min.css	(from https://karciz.dexignzone.com/laravel/demo/public/css/style.css)
13:43:01	13858/13858	---M--	200	added ('OK')	text/css	etag:%223622-5b3fe461e28c0%22	https://karciz.dexignzone.com/laravel/demo/public/icons/themify-icons/css/themify-icons.css	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/icons/themify-icons/css/themify-icons.css	(from https://karciz.dexignzone.com/laravel/demo/public/css/style.css)
13:43:01	89729/89729	---M--	200	added ('OK')	text/css	etag:%2215e81-5b3fe15998140%22	https://karciz.dexignzone.com/laravel/demo/public/icons/line-awesome/css/line-awesome.min.css	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/icons/line-awesome/css/line-awesome.min.css	(from https://karciz.dexignzone.com/laravel/demo/public/css/style.css)
13:43:01	6237/6237	---M--	200	added ('OK')	text/css	etag:%22185d-5b3fe0efbc780%22	https://karciz.dexignzone.com/laravel/demo/public/icons/avasta/css/style.css	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/icons/avasta/css/style.css	(from https://karciz.dexignzone.com/laravel/demo/public/css/style.css)
13:43:02	17957/17957	---M--	200	added ('OK')	text/css	etag:%224625-5b3fdeba35140%22	https://karciz.dexignzone.com/laravel/demo/public/icons/flaticon/flaticon.css	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/icons/flaticon/flaticon.css	(from https://karciz.dexignzone.com/laravel/demo/public/css/style.css)
13:43:03	79476/79476	---M--	200	added ('OK')	text/css	etag:%2213674-5b3fdeffd3580%22	https://karciz.dexignzone.com/laravel/demo/public/icons/icomoon/icomoon.css	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/icons/icomoon/icomoon.css	(from https://karciz.dexignzone.com/laravel/demo/public/css/style.css)
13:43:03	57947/57947	---M--	200	added ('OK')	text/css	etag:%22e25b-5b3fe089b16c0%22	https://karciz.dexignzone.com/laravel/demo/public/vendor/animate/animate.min.css	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/vendor/animate/animate.min.css	(from https://karciz.dexignzone.com/laravel/demo/public/css/style.css)
13:43:05	1819/1819	---M--	200	added ('OK')	text/css	etag:%2271b-5b3fe585b5940%22	https://karciz.dexignzone.com/laravel/demo/public/vendor/perfect-scrollbar/css/perfect-scrollbar.css	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/vendor/perfect-scrollbar/css/perfect-scrollbar.css	(from https://karciz.dexignzone.com/laravel/demo/public/css/style.css)
13:43:05	28765/28765	---M--	200	added ('OK')	text/css	etag:%22705d-5b3fe4a598880%22	https://karciz.dexignzone.com/laravel/demo/public/vendor/aos/css/aos.min.css	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/vendor/aos/css/aos.min.css	(from https://karciz.dexignzone.com/laravel/demo/public/css/style.css)
13:43:05	2138/2138	---M--	200	added ('OK')	text/css	etag:%2285a-5b3fe581e5040%22	https://karciz.dexignzone.com/laravel/demo/public/vendor/metismenu/css/metisMenu.min.css	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/vendor/metismenu/css/metisMenu.min.css	(from https://karciz.dexignzone.com/laravel/demo/public/css/style.css)
13:43:06	1787/1787	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Sep%202022%2010:43:06%20GMT	https://karciz.dexignzone.com/laravel/demo/public/images/body/12.jpg	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/images/body/12.jpg	(from https://karciz.dexignzone.com/laravel/demo/public/css/style.css)
13:43:08	50266/50266	---M--	200	added ('OK')	image/jpeg	etag:%22c45a-5b3fe0581a1c0%22	https://karciz.dexignzone.com/laravel/demo/public/images/profile/cover.jpg	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/images/profile/cover.jpg	(from https://karciz.dexignzone.com/laravel/demo/public/css/style.css)
13:43:08	1787/1787	---MC-	404	error ('Not%20Found')	text/html	date:Wed,%2021%20Sep%202022%2010:43:07%20GMT	https://karciz.dexignzone.com/laravel/demo/public/images/svg/cd-arrow.svg	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/images/svg/cd-arrow.svg	(from https://karciz.dexignzone.com/laravel/demo/public/css/style.css)
13:43:09	1092/1092	---M--	200	added ('OK')	image/png	etag:%22444-5b3fdd6d60000%22	https://karciz.dexignzone.com/laravel/demo/public/images/dolor.png	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/images/dolor.png	(from https://karciz.dexignzone.com/laravel/demo/public/css/style.css)
13:43:09	89521/89521	---M--	200	added ('OK')	image/jpeg	etag:%2215db1-5b3fdd6d60000%22	https://karciz.dexignzone.com/laravel/demo/public/images/1.jpg	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/images/1.jpg	(from https://karciz.dexignzone.com/laravel/demo/public/css/style.css)
13:43:09	748/748	---M--	200	added ('OK')	image/png	etag:%222ec-5b3fdd6f48480%22	https://karciz.dexignzone.com/laravel/demo/public/images/ticket.png	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/images/ticket.png	(from https://karciz.dexignzone.com/laravel/demo/public/css/style.css)
13:43:10	264/264	---M--	200	added ('OK')	image/png	etag:%22108-5b3fdd6e54240%22	https://karciz.dexignzone.com/laravel/demo/public/images/dots2.png	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/images/dots2.png	(from https://karciz.dexignzone.com/laravel/demo/public/css/style.css)
13:43:10	248/248	---M--	200	added ('OK')	image/png	etag:%22f8-5b3fdd6e54240%22	https://karciz.dexignzone.com/laravel/demo/public/images/dots.png	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/images/dots.png	(from https://karciz.dexignzone.com/laravel/demo/public/css/style.css)
13:43:11	284/284	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Sep%202022%2010:43:11%20GMT	https://karciz.dexignzone.com/laravel/demo/images/profile/profile.png	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/images/profile/profile.png	(from https://karciz.dexignzone.com/laravel/demo/app-profile)
13:43:12	18851/18851	---M--	200	added ('OK')	image/png	etag:%2249a3-5b3fe0590e400%22	https://karciz.dexignzone.com/laravel/demo/public/images/profile/profile.png	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/images/profile/profile.png	(from https://karciz.dexignzone.com/laravel/demo/app-profile)
13:43:12	278/278	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Sep%202022%2010:43:12%20GMT	https://karciz.dexignzone.com/laravel/demo/images/profile/1.jpg	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/images/profile/1.jpg	(from https://karciz.dexignzone.com/laravel/demo/app-profile)
13:43:13	24713/24713	---M--	200	added ('OK')	image/jpeg	etag:%226089-5b3fe037ad540%22	https://karciz.dexignzone.com/laravel/demo/public/images/profile/1.jpg	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/images/profile/1.jpg	(from https://karciz.dexignzone.com/laravel/demo/app-profile)
13:43:13	278/278	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Sep%202022%2010:43:13%20GMT	https://karciz.dexignzone.com/laravel/demo/images/profile/2.jpg	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/images/profile/2.jpg	(from https://karciz.dexignzone.com/laravel/demo/app-profile)
13:43:13	42360/42360	---M--	200	added ('OK')	image/jpeg	etag:%22a578-5b3fe03e5a500%22	https://karciz.dexignzone.com/laravel/demo/public/images/profile/2.jpg	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/images/profile/2.jpg	(from https://karciz.dexignzone.com/laravel/demo/app-profile)
13:43:14	278/278	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Sep%202022%2010:43:14%20GMT	https://karciz.dexignzone.com/laravel/demo/images/profile/3.jpg	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/images/profile/3.jpg	(from https://karciz.dexignzone.com/laravel/demo/app-profile)
13:43:14	39454/39454	---M--	200	added ('OK')	image/jpeg	etag:%229a1e-5b3fe0431f040%22	https://karciz.dexignzone.com/laravel/demo/public/images/profile/3.jpg	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/images/profile/3.jpg	(from https://karciz.dexignzone.com/laravel/demo/app-profile)
13:43:14	278/278	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Sep%202022%2010:43:15%20GMT	https://karciz.dexignzone.com/laravel/demo/images/profile/4.jpg	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/images/profile/4.jpg	(from https://karciz.dexignzone.com/laravel/demo/app-profile)
13:43:15	43256/43256	---M--	200	added ('OK')	image/jpeg	etag:%22a8f8-5b3fe04bb4480%22	https://karciz.dexignzone.com/laravel/demo/public/images/profile/4.jpg	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/images/profile/4.jpg	(from https://karciz.dexignzone.com/laravel/demo/app-profile)
13:43:15	278/278	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Sep%202022%2010:43:16%20GMT	https://karciz.dexignzone.com/laravel/demo/images/profile/5.jpg	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/images/profile/5.jpg	(from https://karciz.dexignzone.com/laravel/demo/app-profile)
13:43:16	3854/3854	---M--	200	added ('OK')	image/jpeg	etag:%22f0e-5b3fe04ca86c0%22	https://karciz.dexignzone.com/laravel/demo/public/images/profile/5.jpg	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/images/profile/5.jpg	(from https://karciz.dexignzone.com/laravel/demo/app-profile)
13:43:16	278/278	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Sep%202022%2010:43:17%20GMT	https://karciz.dexignzone.com/laravel/demo/images/profile/6.jpg	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/images/profile/6.jpg	(from https://karciz.dexignzone.com/laravel/demo/app-profile)
13:43:17	3749/3749	---M--	200	added ('OK')	image/jpeg	etag:%22ea5-5b3fe04d9c900%22	https://karciz.dexignzone.com/laravel/demo/public/images/profile/6.jpg	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/images/profile/6.jpg	(from https://karciz.dexignzone.com/laravel/demo/app-profile)
13:43:17	278/278	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Sep%202022%2010:43:18%20GMT	https://karciz.dexignzone.com/laravel/demo/images/profile/7.jpg	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/images/profile/7.jpg	(from https://karciz.dexignzone.com/laravel/demo/app-profile)
13:43:18	4857/4857	---M--	200	added ('OK')	image/jpeg	etag:%2212f9-5b3fe04e90b40%22	https://karciz.dexignzone.com/laravel/demo/public/images/profile/7.jpg	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/images/profile/7.jpg	(from https://karciz.dexignzone.com/laravel/demo/app-profile)
13:43:18	278/278	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Sep%202022%2010:43:19%20GMT	https://karciz.dexignzone.com/laravel/demo/images/profile/8.jpg	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/images/profile/8.jpg	(from https://karciz.dexignzone.com/laravel/demo/app-profile)
13:43:19	49099/49099	---M--	200	added ('OK')	image/jpeg	etag:%22bfcb-5b3fe0553db00%22	https://karciz.dexignzone.com/laravel/demo/public/images/profile/8.jpg	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/images/profile/8.jpg	(from https://karciz.dexignzone.com/laravel/demo/app-profile)
13:43:19	278/278	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Sep%202022%2010:43:20%20GMT	https://karciz.dexignzone.com/laravel/demo/images/profile/9.jpg	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/images/profile/9.jpg	(from https://karciz.dexignzone.com/laravel/demo/app-profile)
13:43:20	87530/87530	---M--	200	added ('OK')	image/jpeg	etag:%22155ea-5b3fe05725f80%22	https://karciz.dexignzone.com/laravel/demo/public/images/profile/9.jpg	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/images/profile/9.jpg	(from https://karciz.dexignzone.com/laravel/demo/app-profile)
13:43:21	2553/2553	---MC-	200	added ('OK')	text/html	date:Wed,%2021%20Sep%202022%2010:43:21%20GMT	https://karciz.dexignzone.com/laravel/demo/page-forgot-password	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/page-forgot-password.html	(from https://karciz.dexignzone.com/laravel/demo/page-login)
13:43:21	305/305	---M--	301	error ('Moved%20Permanently')	text/html	date:Wed,%2021%20Sep%202022%2010:43:21%20GMT	https://karciz.dexignzone.com/laravel/demo/vendor/datatables/css/jquery.dataTables.min.css	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/vendor/datatables/css/jquery.dataTables.min.css	(from https://karciz.dexignzone.com/laravel/demo/event-list)
13:43:22	13900/13900	---M--	200	added ('OK')	text/css	etag:%22364c-5b3fe505eabc0%22	https://karciz.dexignzone.com/laravel/demo/public/vendor/datatables/css/jquery.dataTables.min.css	C:/Mes%20Sites%20Web/Karciz/karciz.dexignzone.com/laravel/demo/public/vendor/datatables/css/jquery.dataTables.min.css	(from https://karciz.dexignzone.com/laravel/demo/event-list)
